ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00010279,ZAC0019230,17/11/2017 17:05,COMPLETE,23/11/2017 22:55,28/11/2017 01:58,28/11/2017,
ZA-00010280,ZAC0015674,17/11/2017 09:54,COMPLETE,20/11/2017 23:10,03/12/2017 05:27,24/11/2017,
ZA-00010281,ZAC0003216,17/11/2017 14:03,COMPLETE,22/11/2017 13:02,24/11/2017 00:42,29/11/2017,
ZA-00010282,ZAC0010782,17/11/2017 10:54,DISPATCHED,18/11/2017 06:40,,21/11/2017,
ZA-00010283,ZAC0018354,17/11/2017 21:52,COMPLETE,19/11/2017 10:44,22/11/2017 15:06,24/11/2017,
ZA-00010284,ZAC0018484,17/11/2017 18:12,COMPLETE,20/11/2017 12:44,26/11/2017 14:57,27/11/2017,LOYAL5
ZA-00010285,ZAC0000145,17/11/2017 10:41,COMPLETE,18/11/2017 01:55,21/11/2017 23:32,28/11/2017,
ZA-00010286,ZAC0001476,17/11/2017 21:34,COMPLETE,19/11/2017 10:15,26/11/2017 23:41,23/11/2017,
ZA-00010287,ZAC0000008,17/11/2017 09:00,COMPLETE,18/11/2017 12:52,25/11/2017 13:59,21/11/2017,
ZA-00010288,ZAC0004298,17/11/2017 18:58,COMPLETE,19/11/2017 15:52,21/11/2017 17:54,29/11/2017,
ZA-00010289,ZAC0002610,17/11/2017 07:02,COMPLETE,18/11/2017 23:56,22/11/2017 13:26,21/11/2017,
ZA-00010290,ZAC0022807,17/11/2017 14:41,COMPLETE,20/11/2017 04:36,21/11/2017 18:33,27/11/2017,
ZA-00010291,ZAC0016800,17/11/2017 14:39,COMPLETE,21/11/2017 08:56,05/12/2017 06:49,24/11/2017,FREESHIP
ZA-00010292,ZAC0022268,17/11/2017 19:52,COMPLETE,19/11/2017 10:36,22/11/2017 08:08,29/11/2017,
ZA-00010293,ZAC0001970,17/11/2017 14:26,COMPLETE,18/11/2017 14:38,21/11/2017 21:18,22/11/2017,
ZA-00010294,ZAC0012471,17/11/2017 09:44,COMPLETE,19/11/2017 11:25,21/11/2017 06:18,24/11/2017,
ZA-00010295,ZAC0023502,17/11/2017 06:07,COMPLETE,20/11/2017 09:14,25/11/2017 13:01,30/11/2017,WINTER15
ZA-00010296,ZAC0012621,17/11/2017 07:17,COMPLETE,19/11/2017 05:31,22/11/2017 08:46,26/11/2017,WINTER15
ZA-00010297,ZAC0014453,17/11/2017 10:33,COMPLETE,18/11/2017 08:48,23/11/2017 13:48,23/11/2017,
ZA-00010298,ZAC0018929,17/11/2017 10:19,COMPLETE,21/11/2017 13:32,25/11/2017 12:00,26/11/2017,
ZA-00010299,ZAC0004304,17/11/2017 21:18,CANCELLED,,,,FLASH25
ZA-00010300,ZAC0021359,17/11/2017 08:19,COMPLETE,21/11/2017 20:54,27/11/2017 14:17,28/11/2017,
ZA-00010301,ZAC0004133,17/11/2017 20:59,DISPATCHED,19/11/2017 01:11,,26/11/2017,
ZA-00010302,ZAC0005646,17/11/2017 17:01,COMPLETE,20/11/2017 14:11,21/11/2017 17:39,24/11/2017,
ZA-00010303,ZAC0007745,17/11/2017 11:04,COMPLETE,20/11/2017 08:51,27/11/2017 02:41,23/11/2017,
ZA-00010304,ZAC0017169,17/11/2017 16:11,CANCELLED,,,,
ZA-00010305,ZAC0015203,17/11/2017 12:58,COMPLETE,17/11/2017 21:47,23/11/2017 08:11,24/11/2017,
ZA-00010306,ZAC0003154,17/11/2017 13:21,COMPLETE,20/11/2017 14:02,25/11/2017 00:51,25/11/2017,
ZA-00010307,ZAC0013672,17/11/2017 18:46,RETURNED,19/11/2017 01:48,23/11/2017 20:38,23/11/2017,
ZA-00010308,ZAC0019452,17/11/2017 14:06,DISPATCHED,24/11/2017 05:53,,29/11/2017,
ZA-00010309,ZAC0003041,17/11/2017 22:02,COMPLETE,18/11/2017 15:44,20/11/2017 11:32,25/11/2017,
ZA-00010310,ZAC0006388,17/11/2017 09:52,COMPLETE,18/11/2017 07:46,20/11/2017 03:33,21/11/2017,
ZA-00010311,ZAC0008021,17/11/2017 12:50,COMPLETE,25/11/2017 19:41,13/12/2017 10:24,28/11/2017,BULK20
ZA-00010312,ZAC0013660,17/11/2017 13:06,COMPLETE,19/11/2017 21:02,21/11/2017 04:26,23/11/2017,FLASH25
ZA-00010313,ZAC0002618,17/11/2017 07:08,COMPLETE,18/11/2017 08:41,26/11/2017 04:24,22/11/2017,
ZA-00010314,ZAC0004906,17/11/2017 18:04,COMPLETE,21/11/2017 08:42,02/12/2017 20:36,24/11/2017,
ZA-00010315,ZAC0019224,17/11/2017 14:08,COMPLETE,23/11/2017 18:34,27/11/2017 11:10,26/11/2017,
ZA-00010316,ZAC0022440,17/11/2017 14:31,COMPLETE,21/11/2017 09:12,24/11/2017 14:53,24/11/2017,
ZA-00010317,ZAC0009097,17/11/2017 14:00,COMPLETE,17/11/2017 21:06,21/11/2017 05:00,22/11/2017,
ZA-00010318,ZAC0014171,17/11/2017 12:16,COMPLETE,17/11/2017 19:20,18/11/2017 15:24,21/11/2017,
ZA-00010319,ZAC0020631,17/11/2017 11:50,COMPLETE,19/11/2017 14:44,28/11/2017 01:06,24/11/2017,
ZA-00010320,ZAC0007771,17/11/2017 11:19,COMPLETE,20/11/2017 02:41,21/11/2017 09:00,30/11/2017,
ZA-00010321,ZAC0017445,17/11/2017 14:15,CANCELLED,,,,WINTER15
ZA-00010322,ZAC0013867,17/11/2017 09:20,COMPLETE,17/11/2017 17:54,21/11/2017 19:02,22/11/2017,
ZA-00010323,ZAC0020732,17/11/2017 20:10,COMPLETE,18/11/2017 10:19,20/11/2017 10:31,22/11/2017,
ZA-00010324,ZAC0013432,17/11/2017 13:09,COMPLETE,22/11/2017 02:32,29/11/2017 08:20,26/11/2017,
ZA-00010325,ZAC0020626,18/11/2017 20:43,COMPLETE,21/11/2017 04:41,21/11/2017 18:17,25/11/2017,
ZA-00010326,ZAC0002437,18/11/2017 08:20,COMPLETE,21/11/2017 20:44,28/11/2017 11:04,28/11/2017,WELCOME10
ZA-00010327,ZAC0009989,18/11/2017 10:16,COMPLETE,19/11/2017 01:09,23/11/2017 16:59,23/11/2017,
ZA-00010328,ZAC0019989,18/11/2017 17:11,RETURNED,19/11/2017 11:30,22/11/2017 15:06,22/11/2017,BULK20
ZA-00010329,ZAC0000187,18/11/2017 18:41,COMPLETE,22/11/2017 15:12,24/11/2017 01:26,02/12/2017,
ZA-00010330,ZAC0005704,18/11/2017 07:34,COMPLETE,18/11/2017 16:41,22/11/2017 13:59,22/11/2017,
ZA-00010331,ZAC0004055,18/11/2017 07:39,COMPLETE,19/11/2017 21:42,03/12/2017 02:17,26/11/2017,LOYAL5
ZA-00010332,ZAC0014036,18/11/2017 06:37,COMPLETE,19/11/2017 12:34,24/11/2017 19:52,22/11/2017,
ZA-00010333,ZAC0007313,18/11/2017 20:45,DISPATCHED,19/11/2017 19:02,,24/11/2017,
ZA-00010334,ZAC0018391,18/11/2017 16:13,COMPLETE,22/11/2017 12:32,26/11/2017 15:12,27/11/2017,
ZA-00010335,ZAC0002287,18/11/2017 20:50,COMPLETE,20/11/2017 02:12,27/11/2017 09:58,25/11/2017,
ZA-00010336,ZAC0008602,18/11/2017 18:40,COMPLETE,19/11/2017 07:45,23/11/2017 03:34,24/11/2017,
ZA-00010337,ZAC0021945,18/11/2017 13:00,COMPLETE,21/11/2017 15:20,25/11/2017 23:38,28/11/2017,WELCOME10
ZA-00010338,ZAC0015533,18/11/2017 22:22,COMPLETE,27/11/2017 02:27,03/12/2017 19:51,30/11/2017,LOYAL5
ZA-00010339,ZAC0000901,18/11/2017 19:27,COMPLETE,24/11/2017 05:49,26/11/2017 07:51,28/11/2017,
ZA-00010340,ZAC0011987,18/11/2017 14:20,COMPLETE,23/11/2017 17:27,26/11/2017 01:03,30/11/2017,BULK20
ZA-00010341,ZAC0023722,18/11/2017 07:49,COMPLETE,22/11/2017 11:27,28/11/2017 13:48,26/11/2017,
ZA-00010342,ZAC0013096,18/11/2017 20:31,COMPLETE,19/11/2017 08:02,20/11/2017 04:56,22/11/2017,
ZA-00010343,ZAC0000797,18/11/2017 17:24,COMPLETE,22/11/2017 18:13,25/11/2017 08:16,25/11/2017,
ZA-00010344,ZAC0000644,18/11/2017 09:56,COMPLETE,20/11/2017 07:02,26/11/2017 20:54,24/11/2017,
ZA-00010345,ZAC0019001,18/11/2017 16:12,COMPLETE,21/11/2017 07:33,22/11/2017 20:24,26/11/2017,
ZA-00010346,ZAC0003132,18/11/2017 17:03,COMPLETE,20/11/2017 14:35,21/11/2017 19:07,25/11/2017,
ZA-00010347,ZAC0017121,18/11/2017 10:15,COMPLETE,19/11/2017 11:41,21/11/2017 18:34,23/11/2017,
ZA-00010348,ZAC0013904,18/11/2017 16:00,COMPLETE,18/11/2017 23:48,22/11/2017 09:36,25/11/2017,BULK20
ZA-00010349,ZAC0011315,18/11/2017 14:05,COMPLETE,21/11/2017 07:12,25/11/2017 16:25,26/11/2017,
ZA-00010350,ZAC0019278,18/11/2017 20:34,COMPLETE,19/11/2017 18:44,22/11/2017 14:14,24/11/2017,LOYAL5
ZA-00010351,ZAC0014860,18/11/2017 08:04,COMPLETE,19/11/2017 01:00,27/11/2017 12:14,24/11/2017,
ZA-00010352,ZAC0008544,18/11/2017 19:00,COMPLETE,21/11/2017 19:01,28/11/2017 04:33,24/11/2017,FREESHIP
ZA-00010353,ZAC0013960,18/11/2017 08:17,COMPLETE,19/11/2017 03:10,20/11/2017 20:35,23/11/2017,
ZA-00010354,ZAC0011158,18/11/2017 11:58,COMPLETE,22/11/2017 03:04,02/12/2017 00:50,25/11/2017,
ZA-00010355,ZAC0010048,18/11/2017 17:58,COMPLETE,21/11/2017 05:28,28/11/2017 12:53,24/11/2017,
ZA-00010356,ZAC0005331,18/11/2017 07:28,COMPLETE,21/11/2017 05:37,23/11/2017 05:09,26/11/2017,
ZA-00010357,ZAC0016649,18/11/2017 15:52,COMPLETE,22/11/2017 00:21,28/11/2017 13:09,27/11/2017,
ZA-00010358,ZAC0007056,18/11/2017 08:20,COMPLETE,20/11/2017 17:54,24/11/2017 16:27,25/11/2017,
ZA-00010359,ZAC0020513,18/11/2017 13:01,COMPLETE,21/11/2017 21:44,30/11/2017 13:47,25/11/2017,
ZA-00010360,ZAC0017636,18/11/2017 08:23,COMPLETE,19/11/2017 21:34,28/11/2017 14:57,24/11/2017,
ZA-00010361,ZAC0021385,18/11/2017 18:56,COMPLETE,19/11/2017 16:50,23/11/2017 23:37,23/11/2017,BULK20
ZA-00010362,ZAC0020578,18/11/2017 15:32,COMPLETE,20/11/2017 04:47,21/11/2017 16:03,25/11/2017,
ZA-00010363,ZAC0021868,18/11/2017 06:40,COMPLETE,27/11/2017 21:07,01/12/2017 10:04,01/12/2017,
ZA-00010364,ZAC0019621,18/11/2017 15:31,COMPLETE,22/11/2017 13:32,25/11/2017 05:30,26/11/2017,
ZA-00010365,ZAC0005964,18/11/2017 16:46,COMPLETE,20/11/2017 04:25,22/11/2017 17:28,25/11/2017,
ZA-00010366,ZAC0023579,18/11/2017 19:20,COMPLETE,20/11/2017 17:16,30/11/2017 05:49,23/11/2017,
ZA-00010367,ZAC0006578,18/11/2017 21:19,COMPLETE,20/11/2017 18:51,29/11/2017 23:06,27/11/2017,
ZA-00010368,ZAC0012286,18/11/2017 08:08,COMPLETE,19/11/2017 23:38,23/11/2017 10:51,23/11/2017,
ZA-00010369,ZAC0007103,18/11/2017 12:14,COMPLETE,22/11/2017 21:24,30/11/2017 08:57,27/11/2017,
ZA-00010370,ZAC0016954,18/11/2017 08:57,COMPLETE,01/12/2017 05:10,07/12/2017 17:56,06/12/2017,LOYAL5
ZA-00010371,ZAC0012190,18/11/2017 22:14,COMPLETE,22/11/2017 06:05,25/11/2017 10:30,29/11/2017,BULK20
ZA-00010372,ZAC0018753,18/11/2017 14:31,COMPLETE,18/11/2017 17:52,19/11/2017 16:56,22/11/2017,
ZA-00010373,ZAC0001655,18/11/2017 10:58,COMPLETE,20/11/2017 12:05,22/11/2017 12:36,23/11/2017,
ZA-00010374,ZAC0001503,18/11/2017 10:53,COMPLETE,21/11/2017 18:36,25/11/2017 19:13,28/11/2017,
ZA-00010375,ZAC0020375,18/11/2017 06:06,COMPLETE,19/11/2017 19:17,23/11/2017 13:47,23/11/2017,
ZA-00010376,ZAC0006453,18/11/2017 08:05,CANCELLED,,,,BULK20
ZA-00010377,ZAC0013363,18/11/2017 12:43,COMPLETE,22/11/2017 11:47,01/12/2017 10:18,25/11/2017,
ZA-00010378,ZAC0018765,18/11/2017 22:53,COMPLETE,19/11/2017 15:35,20/11/2017 15:22,23/11/2017,
ZA-00010379,ZAC0004533,18/11/2017 22:28,DISPATCHED,20/11/2017 13:33,,30/11/2017,
ZA-00010380,ZAC0000716,18/11/2017 09:32,COMPLETE,22/11/2017 22:42,28/11/2017 12:42,27/11/2017,
ZA-00010381,ZAC0022407,18/11/2017 22:39,DISPATCHED,21/11/2017 16:13,,25/11/2017,
ZA-00010382,ZAC0002967,18/11/2017 21:42,COMPLETE,20/11/2017 00:48,22/11/2017 03:16,25/11/2017,
ZA-00010383,ZAC0000319,18/11/2017 13:52,COMPLETE,21/11/2017 12:13,22/11/2017 20:29,24/11/2017,WELCOME10
ZA-00010384,ZAC0004599,18/11/2017 06:50,COMPLETE,19/11/2017 10:34,27/11/2017 03:03,23/11/2017,
ZA-00010385,ZAC0013707,18/11/2017 22:41,RETURNED,21/11/2017 06:03,23/11/2017 19:38,25/11/2017,
ZA-00010386,ZAC0016321,18/11/2017 22:29,COMPLETE,19/11/2017 21:42,23/11/2017 13:09,22/11/2017,
ZA-00010387,ZAC0009382,18/11/2017 06:51,COMPLETE,20/11/2017 05:36,22/11/2017 19:22,24/11/2017,
ZA-00010388,ZAC0014364,18/11/2017 15:02,COMPLETE,21/11/2017 07:54,01/12/2017 03:59,26/11/2017,LOYAL5
ZA-00010389,ZAC0000614,18/11/2017 11:13,COMPLETE,19/11/2017 19:54,23/11/2017 06:17,22/11/2017,
ZA-00010390,ZAC0010138,18/11/2017 08:11,COMPLETE,20/11/2017 21:56,25/11/2017 16:05,27/11/2017,
ZA-00010391,ZAC0023778,18/11/2017 19:58,COMPLETE,20/11/2017 01:49,22/11/2017 04:29,23/11/2017,
ZA-00010392,ZAC0018231,19/11/2017 20:31,COMPLETE,20/11/2017 22:50,24/11/2017 11:31,30/11/2017,
ZA-00010393,ZAC0006670,19/11/2017 07:06,COMPLETE,21/11/2017 11:05,30/11/2017 22:08,25/11/2017,
ZA-00010394,ZAC0018058,19/11/2017 19:06,COMPLETE,21/11/2017 03:41,27/11/2017 12:10,24/11/2017,FLASH25
ZA-00010395,ZAC0020025,19/11/2017 13:19,COMPLETE,20/11/2017 19:11,23/11/2017 03:05,24/11/2017,
ZA-00010396,ZAC0011339,19/11/2017 07:56,COMPLETE,23/11/2017 11:25,28/11/2017 03:43,27/11/2017,
ZA-00010397,ZAC0006117,19/11/2017 10:01,COMPLETE,21/11/2017 04:41,26/11/2017 17:45,26/11/2017,BULK20
ZA-00010398,ZAC0019427,19/11/2017 12:10,COMPLETE,22/11/2017 17:10,30/11/2017 03:56,26/11/2017,
ZA-00010399,ZAC0004091,19/11/2017 12:04,COMPLETE,21/11/2017 21:45,29/11/2017 04:18,26/11/2017,
ZA-00010400,ZAC0001181,19/11/2017 16:41,COMPLETE,23/11/2017 07:08,26/11/2017 09:11,26/11/2017,
ZA-00010401,ZAC0017149,19/11/2017 19:22,COMPLETE,21/11/2017 02:31,25/11/2017 14:12,25/11/2017,LOYAL5
ZA-00010402,ZAC0012057,19/11/2017 08:15,COMPLETE,24/11/2017 09:17,26/11/2017 16:33,29/11/2017,
ZA-00010403,ZAC0020930,19/11/2017 16:42,COMPLETE,23/11/2017 04:43,27/11/2017 14:43,27/11/2017,
ZA-00010404,ZAC0000506,19/11/2017 10:22,COMPLETE,24/11/2017 18:14,02/12/2017 00:34,28/11/2017,LOYAL5
ZA-00010405,ZAC0020192,19/11/2017 16:34,COMPLETE,21/11/2017 19:46,29/11/2017 16:31,24/11/2017,
ZA-00010406,ZAC0018351,19/11/2017 22:08,COMPLETE,21/11/2017 07:22,28/11/2017 16:46,01/12/2017,
ZA-00010407,ZAC0001767,19/11/2017 12:37,COMPLETE,25/11/2017 10:20,30/11/2017 15:09,30/11/2017,
ZA-00010408,ZAC0009921,19/11/2017 11:01,COMPLETE,20/11/2017 17:34,22/11/2017 06:33,24/11/2017,
ZA-00010409,ZAC0002791,19/11/2017 18:56,COMPLETE,20/11/2017 00:56,25/11/2017 06:15,30/11/2017,
ZA-00010410,ZAC0022892,19/11/2017 22:22,CANCELLED,,,,
ZA-00010411,ZAC0013501,19/11/2017 18:55,COMPLETE,23/11/2017 02:15,30/11/2017 16:01,28/11/2017,FREESHIP
ZA-00010412,ZAC0000542,19/11/2017 16:17,COMPLETE,22/11/2017 05:37,25/11/2017 13:45,25/11/2017,BULK20
ZA-00010413,ZAC0020564,19/11/2017 08:07,COMPLETE,21/11/2017 16:01,26/11/2017 04:32,25/11/2017,
ZA-00010414,ZAC0012860,19/11/2017 09:46,COMPLETE,24/11/2017 14:23,27/11/2017 12:31,29/11/2017,BULK20
ZA-00010415,ZAC0000878,19/11/2017 19:16,COMPLETE,24/11/2017 10:16,27/11/2017 17:35,27/11/2017,
ZA-00010416,ZAC0021367,19/11/2017 22:27,COMPLETE,20/11/2017 07:54,23/11/2017 17:12,25/11/2017,
ZA-00010417,ZAC0013878,19/11/2017 21:41,COMPLETE,22/11/2017 07:36,25/11/2017 09:14,26/11/2017,
ZA-00010418,ZAC0007944,19/11/2017 14:37,DISPATCHED,20/11/2017 15:16,,24/11/2017,
ZA-00010419,ZAC0016051,19/11/2017 20:48,COMPLETE,21/11/2017 19:53,26/11/2017 05:38,26/11/2017,LOYAL5
ZA-00010420,ZAC0021231,19/11/2017 13:50,COMPLETE,21/11/2017 17:00,26/11/2017 10:12,28/11/2017,
ZA-00010421,ZAC0014450,19/11/2017 10:46,COMPLETE,20/11/2017 23:08,22/11/2017 10:51,24/11/2017,
ZA-00010422,ZAC0005199,19/11/2017 21:57,COMPLETE,20/11/2017 08:19,22/11/2017 11:15,27/11/2017,
ZA-00010423,ZAC0010673,19/11/2017 19:16,COMPLETE,21/11/2017 04:57,07/12/2017 15:17,01/12/2017,
ZA-00010424,ZAC0011554,19/11/2017 11:38,COMPLETE,26/11/2017 23:31,29/11/2017 04:03,29/11/2017,
ZA-00010425,ZAC0009526,19/11/2017 18:28,COMPLETE,20/11/2017 03:04,25/11/2017 05:01,25/11/2017,
ZA-00010426,ZAC0006852,19/11/2017 09:46,COMPLETE,20/11/2017 01:41,24/11/2017 01:41,25/11/2017,
ZA-00010427,ZAC0011349,19/11/2017 13:19,COMPLETE,21/11/2017 10:49,22/11/2017 12:40,25/11/2017,
ZA-00010428,ZAC0008678,19/11/2017 13:22,COMPLETE,22/11/2017 02:56,24/11/2017 05:42,26/11/2017,
ZA-00010429,ZAC0013336,19/11/2017 08:56,COMPLETE,20/11/2017 06:39,26/11/2017 19:22,24/11/2017,
ZA-00010430,ZAC0023002,19/11/2017 06:52,COMPLETE,20/11/2017 07:53,21/11/2017 20:27,24/11/2017,FREESHIP
ZA-00010431,ZAC0015580,19/11/2017 17:39,COMPLETE,21/11/2017 13:37,23/11/2017 16:24,25/11/2017,
ZA-00010432,ZAC0004024,19/11/2017 20:46,COMPLETE,23/11/2017 03:54,04/12/2017 08:06,27/11/2017,
ZA-00010433,ZAC0023931,19/11/2017 11:58,DISPATCHED,20/11/2017 10:29,,23/11/2017,
ZA-00010434,ZAC0006258,19/11/2017 12:08,COMPLETE,20/11/2017 17:30,26/11/2017 23:01,23/11/2017,
ZA-00010435,ZAC0007374,19/11/2017 13:34,COMPLETE,21/11/2017 08:02,23/11/2017 18:13,26/11/2017,
ZA-00010436,ZAC0000013,19/11/2017 14:26,COMPLETE,21/11/2017 13:40,23/11/2017 14:22,28/11/2017,
ZA-00010437,ZAC0019491,19/11/2017 19:22,COMPLETE,22/11/2017 12:35,25/11/2017 08:10,26/11/2017,
ZA-00010438,ZAC0019720,19/11/2017 13:43,COMPLETE,20/11/2017 12:25,21/11/2017 04:19,23/11/2017,
ZA-00010439,ZAC0009641,19/11/2017 22:59,COMPLETE,21/11/2017 23:53,25/11/2017 10:44,24/11/2017,FREESHIP
ZA-00010440,ZAC0017364,19/11/2017 13:58,COMPLETE,19/11/2017 22:01,20/11/2017 05:49,22/11/2017,
ZA-00010441,ZAC0014049,19/11/2017 21:15,COMPLETE,21/11/2017 00:19,27/11/2017 13:32,24/11/2017,
ZA-00010442,ZAC0022560,19/11/2017 12:33,COMPLETE,22/11/2017 13:54,25/11/2017 18:30,25/11/2017,
ZA-00010443,ZAC0009387,19/11/2017 19:10,COMPLETE,20/11/2017 06:27,28/11/2017 06:52,23/11/2017,
ZA-00010444,ZAC0011774,19/11/2017 13:14,COMPLETE,23/11/2017 06:56,26/11/2017 20:39,28/11/2017,
ZA-00010445,ZAC0010746,19/11/2017 12:12,COMPLETE,25/11/2017 12:44,27/11/2017 18:35,30/11/2017,
ZA-00010446,ZAC0002873,19/11/2017 12:34,PENDING,,,,
ZA-00010447,ZAC0017905,19/11/2017 11:49,COMPLETE,20/11/2017 21:48,23/11/2017 18:38,30/11/2017,
ZA-00010448,ZAC0018058,19/11/2017 22:00,COMPLETE,24/11/2017 07:10,30/11/2017 07:10,28/11/2017,WELCOME10
ZA-00010449,ZAC0007571,19/11/2017 11:44,COMPLETE,23/11/2017 08:30,28/11/2017 17:32,30/11/2017,
ZA-00010450,ZAC0021212,19/11/2017 11:03,COMPLETE,24/11/2017 19:32,26/11/2017 09:52,01/12/2017,LOYAL5
ZA-00010451,ZAC0015451,19/11/2017 10:11,COMPLETE,23/11/2017 12:06,26/11/2017 11:15,27/11/2017,
ZA-00010452,ZAC0007930,19/11/2017 11:24,COMPLETE,22/11/2017 11:55,05/12/2017 12:52,26/11/2017,
ZA-00010453,ZAC0010303,19/11/2017 17:59,COMPLETE,21/11/2017 07:18,26/11/2017 08:01,26/11/2017,
ZA-00010454,ZAC0021297,19/11/2017 22:41,COMPLETE,20/11/2017 22:57,24/11/2017 18:37,27/11/2017,
ZA-00010455,ZAC0013766,19/11/2017 18:55,COMPLETE,20/11/2017 00:59,21/11/2017 05:38,30/11/2017,
ZA-00010456,ZAC0015876,19/11/2017 14:15,COMPLETE,20/11/2017 05:30,23/11/2017 04:54,23/11/2017,
ZA-00010457,ZAC0001629,19/11/2017 13:33,COMPLETE,22/11/2017 14:17,03/12/2017 22:32,02/12/2017,
ZA-00010458,ZAC0008062,20/11/2017 20:20,COMPLETE,21/11/2017 15:47,24/11/2017 14:48,26/11/2017,
ZA-00010459,ZAC0018687,20/11/2017 19:28,COMPLETE,22/11/2017 08:07,24/11/2017 07:30,26/11/2017,
ZA-00010460,ZAC0014072,20/11/2017 10:52,COMPLETE,23/11/2017 01:05,26/11/2017 20:03,28/11/2017,FLASH25
ZA-00010461,ZAC0000086,20/11/2017 22:47,COMPLETE,22/11/2017 16:35,24/11/2017 12:35,29/11/2017,FLASH25
ZA-00010462,ZAC0016749,20/11/2017 17:32,COMPLETE,26/11/2017 03:42,29/11/2017 11:04,01/12/2017,
ZA-00010463,ZAC0016795,20/11/2017 15:28,COMPLETE,24/11/2017 00:16,28/11/2017 03:57,27/11/2017,
ZA-00010464,ZAC0016207,20/11/2017 20:43,COMPLETE,21/11/2017 22:21,26/11/2017 12:50,26/11/2017,
ZA-00010465,ZAC0009266,20/11/2017 13:24,COMPLETE,21/11/2017 23:30,27/11/2017 16:42,26/11/2017,WELCOME10
ZA-00010466,ZAC0000428,20/11/2017 14:05,COMPLETE,23/11/2017 16:22,04/12/2017 02:02,27/11/2017,
ZA-00010467,ZAC0014594,20/11/2017 07:38,CANCELLED,,,,
ZA-00010468,ZAC0010981,20/11/2017 16:26,COMPLETE,23/11/2017 13:58,29/11/2017 05:17,26/11/2017,
ZA-00010469,ZAC0006037,20/11/2017 21:06,COMPLETE,21/11/2017 08:12,23/11/2017 02:05,26/11/2017,
ZA-00010470,ZAC0019483,20/11/2017 22:12,COMPLETE,21/11/2017 12:14,23/11/2017 23:00,25/11/2017,
ZA-00010471,ZAC0011162,20/11/2017 17:09,COMPLETE,23/11/2017 20:55,01/12/2017 03:28,30/11/2017,WELCOME10
ZA-00010472,ZAC0004769,20/11/2017 07:57,COMPLETE,23/11/2017 01:28,28/11/2017 23:35,27/11/2017,WINTER15
ZA-00010473,ZAC0021669,20/11/2017 22:06,COMPLETE,23/11/2017 22:55,26/11/2017 21:42,28/11/2017,
ZA-00010474,ZAC0005060,20/11/2017 11:59,COMPLETE,21/11/2017 10:25,25/11/2017 08:05,28/11/2017,
ZA-00010475,ZAC0012991,20/11/2017 22:52,COMPLETE,21/11/2017 21:22,25/11/2017 02:42,25/11/2017,BULK20
ZA-00010476,ZAC0022692,20/11/2017 07:51,COMPLETE,23/11/2017 15:15,30/11/2017 04:48,27/11/2017,
ZA-00010477,ZAC0007353,20/11/2017 13:53,COMPLETE,23/11/2017 04:37,30/11/2017 09:53,27/11/2017,
ZA-00010478,ZAC0018410,20/11/2017 12:32,COMPLETE,25/11/2017 23:22,05/12/2017 05:54,29/11/2017,
ZA-00010479,ZAC0000066,20/11/2017 14:44,COMPLETE,21/11/2017 07:02,25/11/2017 18:42,28/11/2017,
ZA-00010480,ZAC0014765,20/11/2017 11:08,COMPLETE,26/11/2017 05:56,26/11/2017 19:38,01/12/2017,
ZA-00010481,ZAC0023101,20/11/2017 16:06,COMPLETE,22/11/2017 08:29,23/11/2017 14:35,25/11/2017,
ZA-00010482,ZAC0000032,20/11/2017 09:00,COMPLETE,22/11/2017 14:20,28/11/2017 06:41,02/12/2017,
ZA-00010483,ZAC0014993,20/11/2017 18:27,COMPLETE,24/11/2017 13:08,26/11/2017 17:54,01/12/2017,
ZA-00010484,ZAC0000333,20/11/2017 13:10,CANCELLED,,,,WELCOME10
ZA-00010485,ZAC0014724,20/11/2017 21:52,COMPLETE,22/11/2017 03:05,26/11/2017 00:06,27/11/2017,WINTER15
ZA-00010486,ZAC0011184,20/11/2017 14:20,RETURNED,22/11/2017 17:38,26/11/2017 11:54,27/11/2017,
ZA-00010487,ZAC0022004,20/11/2017 22:33,COMPLETE,22/11/2017 09:02,27/11/2017 01:28,27/11/2017,
ZA-00010488,ZAC0000841,20/11/2017 17:32,COMPLETE,21/11/2017 22:10,30/11/2017 08:43,25/11/2017,
ZA-00010489,ZAC0008611,20/11/2017 11:13,COMPLETE,22/11/2017 12:40,27/11/2017 04:38,27/11/2017,
ZA-00010490,ZAC0003472,20/11/2017 19:24,PENDING,,,,
ZA-00010491,ZAC0021464,20/11/2017 17:16,COMPLETE,24/11/2017 09:11,06/12/2017 22:19,29/11/2017,FLASH25
ZA-00010492,ZAC0022216,20/11/2017 18:13,COMPLETE,22/11/2017 09:45,10/12/2017 20:31,26/11/2017,
ZA-00010493,ZAC0010534,20/11/2017 11:36,DISPATCHED,23/11/2017 17:51,,27/11/2017,BULK20
ZA-00010494,ZAC0023537,20/11/2017 07:57,COMPLETE,23/11/2017 01:53,26/11/2017 08:25,30/11/2017,
ZA-00010495,ZAC0014563,20/11/2017 06:06,COMPLETE,22/11/2017 21:16,28/11/2017 13:40,27/11/2017,
ZA-00010496,ZAC0006887,20/11/2017 08:39,COMPLETE,21/11/2017 11:46,24/11/2017 13:46,26/11/2017,
ZA-00010497,ZAC0001767,20/11/2017 18:43,COMPLETE,22/11/2017 05:04,25/11/2017 09:58,02/12/2017,
